,SPX/M1CXIAMA inst_corr,SPX/M1CXIAMA hist_corr,LBEATREU/VIX inst_corr,LBEATREU/VIX hist_corr,VIX/SHCOMP inst_corr,VIX/SHCOMP hist_corr
130,0.4244551402227142,,-0.9832232760245159,,-0.7725966266960487,
131,0.8594794806814317,,-0.9832232760245159,,-0.3687247031949175,
132,0.5217321122221948,,-0.9832232760245159,,-0.06993496720576432,
133,0.5221652576104159,,-0.3711396658501345,,0.1334606648381811,
134,0.6434408028473596,,-0.4714482362646119,,-0.17858099365323282,
135,0.4823899293300171,,-0.4714482362646119,,-0.7496465243035222,
136,0.43032259100188497,0.2196813522477418,-0.4714482362646119,-0.3254619920648121,-0.7496465243035222,
137,0.4308144928466319,0.30320844938401353,-0.4714482362646119,-0.3035936122448555,-0.31164233030431776,
138,0.4308144928466319,0.378553574551221,-0.4714482362646119,-0.29441005647828067,0.028955579369442014,
139,0.4308144928466319,0.31848336451495957,-0.4714482362646119,-0.31458864217564114,0.7832385984878578,
140,0.48028710577036465,0.31747003691510084,-0.4714482362646119,-0.4020270313549236,0.7484107983562743,
141,0.14343557524700068,0.3532792039282081,-0.4714482362646119,-0.3837381200480031,0.6095438043998435,
142,-0.1126304366493681,0.19384081747768592,-0.41765106512979727,-0.33315762289886536,0.1718797729196782,
143,0.398382034409528,0.2284104289614005,-0.26825093452814003,-0.28942321537910426,-0.6628653001821191,
144,0.19628834837897274,0.30262304489786296,-0.5431767368751026,-0.18942786247101845,-0.3878885623575792,
145,-0.7357854267957086,0.12702444704236682,-0.7558315160007426,-0.20699419976693664,-0.2058251931515544,
146,-0.8225353967957282,0.09015545486087388,-0.6769951689034999,-0.19633546159760168,-0.6580475738099871,
147,0.11306774674664927,0.07584686874025523,-0.8572674066481101,-0.44781148211417304,-0.30939395443015727,
148,-0.007568651456509609,0.03593475939218039,-0.6169481605340655,-0.4504971041533089,-0.32401953490396573,
149,0.14995834470091607,0.13750236486584763,-0.8747027765210076,-0.4256104708595001,-0.32401953490396573,
150,0.43160610424614726,0.08858473348090264,-0.8673364013919721,-0.48591705106925237,-0.32401953490396573,-0.1449158967096437
151,0.2874238207839093,0.09102747994623278,-0.33516539189811007,-0.4532093490951147,-0.32401953490396573,-0.13216494403994983
152,0.15511262807463966,0.07764753345209019,-0.6264704456069982,-0.4922496893536959,-0.5152040654207338,-0.11790915635503103
153,0.39836030289847035,-0.003943447217822508,-0.8220045449606433,-0.5531765407433386,-0.34999860066847455,-0.1030006962586676
154,0.7743277212911702,0.2870162478724634,-0.41934248487542075,-0.5567431225413048,-0.5626549761772509,-0.11619690962422216
155,0.14568840555014737,0.29701838477552495,-0.6038225921858569,-0.5497260395849168,-0.5626549761772509,-0.22559207661407177
156,0.0140871551222058,0.21073577734827784,-0.2861548684437825,-0.4790505748762555,-0.7282870114226981,-0.20368092027180723
157,0.15141136068028457,-0.03746956595267159,-0.21173787173114486,-0.3741095724533674,-0.17850195523289836,-0.17946719375106163
158,0.12423013330374928,0.44406657562178886,-0.062166337541260094,-0.49637252178530655,0.10881797737145099,-0.04894920776153882
159,-0.4420104279659905,0.031229292689023063,0.6009195028080004,-0.12958063686295573,-0.015689282433609883,-0.0642479880992278
160,-0.3780376753401122,-0.02051301050106233,0.1285886672355489,-0.09404321794594837,0.02452594332668136,-0.02241429267249055
161,-0.054722996551235865,-0.02427603214275373,-0.24857106263615766,-0.10772496995510847,-0.37003205663233707,-0.28912183691778226
162,-0.06017828240257696,-0.08557531147596965,-0.3874280025183227,-0.03736780294318879,-0.382232085392245,-0.29183807704970444
163,0.3782095673107837,-0.06589326192819028,-0.509790231906085,-0.057559461269386235,-0.5427246766816931,-0.32129946428411266
164,0.27765684627470466,-0.044181667720522816,-0.3909106270068198,-0.0767402888172904,-0.9639770264674077,-0.38200985213153
165,0.27940498904566524,-0.03262436860866915,-0.7518335195129453,-0.17958608235814327,-0.41868036076649306,-0.3654200299462847
166,0.9016536049017095,0.03497884319810838,-0.7518335195129453,-0.19119294538184098,-0.6155351499754398,-0.34297399797950023
167,0.8630781507224871,0.055561196085302515,-0.8768714064235666,-0.19115593916055537,-0.8571945541789535,-0.5635297872148078
168,-0.04870227921642895,0.04593704185792186,-0.5557155932130982,-0.19114284907844398,-0.32720161645211077,-0.6181346542986991
169,0.31747651532294363,0.05263246730257459,-0.2622532880061914,-0.18971800732289712,-0.22123272997630528,-0.5182456154069737
170,0.3669754394624884,0.04892145269592126,-0.21053809874244264,-0.17227684344701127,0.0035018365293945754,-0.4662189261088943
171,0.5983528900445867,0.06931890899295201,-0.8742435104131624,-0.20119047381832036,0.1021592364746982,-0.22993857009814345
172,0.7274267947385068,0.08218526789770292,-0.9246678142529853,-0.20586774781458012,0.5556401380977243,0.11078600761626525
173,0.4147118450191329,0.07089545980770902,-0.9555916493647947,-0.22936847945519806,0.5556401380977243,0.329026596717483
174,0.36406705710825865,0.08421333433631512,-0.6606218940977565,-0.22281188973364888,0.2062105824047989,0.36202146259414464
175,0.44468329477504687,0.10924802654764779,0.02748139501195797,-0.2076491537264961,0.03402084474900881,0.311198708316236
176,0.11842701305447094,0.070472746795988,0.3283220449908739,-0.17230976462821157,0.10803637448371589,0.3726655385949906
177,-0.13507708329632684,0.05234112100149151,-0.026735833401797426,-0.14934962951606248,-0.7633972611524906,0.33519357590239246
178,0.07054351193295912,0.06384270446135398,-0.4729418787816601,-0.15789051658644881,-0.35060616190600274,0.3152969401033047
179,0.34583288953670416,0.10714281494782629,-0.5853557653007035,-0.15404570192346373,-0.19219722881513504,0.261888498403887
180,0.25536467717855876,-0.08411587828105317,-0.5164806133377589,-0.017635779044588035,-0.08611233500599093,0.21815733618448424
181,0.020087409745250764,0.13169743589702293,-0.5384715756238428,-0.29501923710131084,-0.4018287481282418,0.19574541507722684
182,0.28078594911274873,0.1697819330740109,-0.5106531881883343,-0.26381185518797434,-0.7126432811739141,0.1795981809327849
183,0.734030099472957,0.19365576929155132,-0.5106531881883343,-0.22166976422678966,-0.7126432811739141,0.16694509768599958
184,0.5970896240105764,0.3614228895357195,-0.8067425970861349,-0.36053776289676703,-0.3910072534583407,0.16734011611925823
185,0.15830839961126625,0.37422643412165957,-0.8436601703824663,-0.3699387997904361,0.2607017846684997,0.18709423223873273
186,0.16670301113626085,0.3654271710443238,-0.7747411719242941,-0.369043764234077,0.5136433376055727,0.19005040313538601
187,-0.0394669490531525,0.3230981731998131,-0.9429889582077424,-0.2684849546065112,-0.1274622493948853,0.18456075941505587
188,-0.23694498156141455,0.2031046911619822,-0.6073179068238739,-0.29085103883608115,-0.26130209824997336,0.1797269794423134
189,0.004838928433766726,0.2019034831650444,-0.39107129770182647,-0.2774675705661886,-0.2323530632622094,0.2056858624746146
190,0.09476296266658135,0.17971707233467032,-0.5830629193977607,-0.4507099031434087,-0.4600787615586628,0.20138336045938943
191,0.5000910102949286,0.34361536393847514,-0.947781521942057,-0.4535684885779361,-0.7666851328918707,0.18443408500016853
192,0.22323127109382462,0.2604945700400359,-0.947781521942057,-0.5305425473508897,-0.6069535605675552,0.19084197864460592
193,-0.8500572192312079,0.12018219220770732,-0.48724264940976686,-0.4935839507615877,-0.5293050442319375,0.17255051677402847
194,-0.3302869293802086,0.08842305591606482,-0.36076796069321104,-0.4531504979389418,-0.6961171482952707,0.09398846879869006
195,-0.338883923099705,0.06957739010817798,-0.8818897901919298,-0.4316048819171391,-0.23248260265839218,-0.08890554005791983
196,0.18688226754371767,0.03742247627447659,-0.8311171559674582,-0.4211777835569072,0.15164094129398945,-0.12024222287270273
197,0.18688226754371767,0.021886309374080645,-0.5814467332254862,-0.44978654606761537,0.3687328594475093,0.008248981964399556
198,0.3353706524744582,0.04818742928263389,-0.17289575485210054,-0.4919295025674204,-0.1154102158002994,-0.27490580052125085
199,-0.036463079201728185,0.0893329513948234,-0.05445249353750507,-0.5198121490368388,-0.22252529709356217,-0.24697740182581712
200,0.36133752752204057,0.06085198444435484,-0.21583259093031829,-0.5025753843051315,-0.06741353662389014,-0.30367487036436763
201,0.7219578776003867,0.08657640358962798,-0.6744185312217842,-0.4933641394388203,-0.283722307091568,-0.2885688909343552
202,0.7964713918387898,0.10673264730260658,-0.8677519346154433,-0.4913227298059153,-0.36880136942461184,-0.2296210264968573
203,0.717136209780063,0.09975858441831592,-0.6345761407749607,-0.4620884353445134,0.4575250445218066,-0.15153947493542758
204,-0.007377432737846999,0.09719772449790999,-0.1384791056761966,-0.5102252259998633,-0.355563360052888,-0.11726566608105762
205,0.15732821916049114,0.0867215119989348,-0.19880409072223099,-0.48556723849988204,-0.7720383582534709,-0.1475168259484667
206,0.4472617421353714,0.09719776298250196,-0.1705668449563945,-0.4766835278135045,-0.04288065195127983,-0.10457535528073579
207,0.0683263285341097,0.09876638036115719,0.004418837495796441,-0.46221478618779815,0.5762636671933161,-0.10261110608070012
208,-0.22255477916771535,0.0947482102927686,-0.17727267296054489,-0.44575760074947357,0.1781185412288798,-0.13103732368199736
209,-0.06658389262539335,0.10266014611399005,-0.6470909206147344,-0.4224599142046512,-0.25052014448389237,-0.11069924954186167
210,0.35230155680918307,0.11991624793694244,-0.8170502616536995,-0.42899677134790853,-0.7246403516044715,-0.14341469935950948
211,-0.08514067133646594,0.12064485492195888,-0.14039176280719537,-0.4207140145687506,0.15944784794970426,-0.15460901455881712
212,-0.5140366442324009,0.09037925363743937,0.22383376182840634,-0.20301465380713035,0.46755036723132376,-0.10323480283792326
213,0.12890223095695785,-0.27782477139693096,-0.27768203686573295,-0.13199798372737034,0.16526177906998063,-0.051759871400110825
214,0.3769740008484767,-0.11871675188294506,-0.5110460248931082,0.0013209268689100475,0.24499341833382463,-0.045991538189914374
215,0.33994355870994286,0.026057971274044484,-0.6489752804258087,-0.030991055106785945,0.24499341833382463,-0.005699372751143101
216,0.42219599057780033,0.00799032042878337,-0.7906498176255742,0.05389689580555068,0.24499341833382463,0.011858645745047832
217,-0.055066418549304615,0.17147329014800192,-0.7906498176255742,0.09625940391061218,-0.18772233833533744,0.02623355326891707
218,-0.07660795908358506,0.07527398056509671,-0.7906498176255742,0.19636376033101988,-0.7488814624048232,-0.007145888192612201
219,-0.4173617488766597,0.057362353705258544,-0.996061627757813,0.21314811360592323,0.09963604224564165,-0.05472078895272565
220,-0.6724647194182718,-0.022678164010318778,-0.7835349582377333,0.17530166102627495,0.9528073060899513,0.04429812527301511
221,0.06009891156545943,-0.005727749872809441,-0.7616014786181724,0.18407932805067603,0.747756590065321,0.044308257268658766
222,0.4308803371371555,-0.1253896070994638,-0.5297770431949133,0.1855602423077248,0.5182865308246289,0.13062884139191105
223,0.5271721141279925,-0.07318966885418338,-0.7430337332257625,0.1408952043865233,0.2702378703567475,0.2993680911762999
224,0.5271721141279925,-0.05854465524163956,-0.7430337332257625,0.2568918789933215,-0.4439141941604233,0.2803859612948981
225,0.5271721141279925,-0.0874457311892011,-0.878882843673631,0.24859677739698954,-0.24109176613946207,0.24030908561018657
226,0.7440211403444768,-0.04447326843260434,-0.662150771176333,0.26724238809664924,0.08208872164646534,0.2859384721658062
227,0.7440211403444768,0.06875121969543799,-0.662150771176333,0.03787278917330523,0.036518512774546055,0.4146669168268558
228,0.7440211403444768,0.05949259728807551,-0.662150771176333,-0.015990684002192265,-0.05071468907559391,0.49296996448770325
229,0.770210225894582,0.1103980798981371,-0.662150771176333,-0.06767675820814442,-0.15086295275963205,0.45341827779266214
230,0.07277173255085875,0.10902859190318602,-0.662150771176333,-0.08202353906256915,-0.6869054041011821,0.4513277332231373
231,0.5108201376435301,0.11703336219444489,-0.662150771176333,-0.11144767457650477,-0.3463159240191688,0.4810590614611768
232,0.9923406020118958,0.11076114267858862,-0.662150771176333,-0.022996434639926264,0.034919410726084,0.5857780622267358
233,0.5342939059276901,0.09375506719815122,-0.5700813496498583,-0.011449665712276945,0.553288967609397,0.5689340334023989
234,0.34385920394753583,0.228823539143732,-0.9821016936677158,-0.12235845429853634,0.7943261476334268,0.5621980133914384
235,0.38206239561952376,0.2560524437570715,-0.5862917195302679,-0.14936890256542626,-0.05666055392851909,0.5411061678469119
236,0.6277987820116552,0.33433660572795565,-0.30165702601147043,-0.2919327483634026,-0.30392526763405214,0.5189402507942474
237,0.13227569018845542,0.27513575161110737,-0.015586263571042976,-0.09087586609606395,-0.9640292640478896,0.4529857640407949
238,-0.5150498011750401,0.19815751057597897,-0.17499144690124288,-0.08849516175292298,-0.16730443790167449,0.4385557021678666
239,-0.3305601928127216,0.1373221974494729,-0.451436680559677,-0.1530718968492419,0.22514448556649705,0.44891741438302435
240,0.21288827106466326,0.19260170581278702,-0.9437422658067898,-0.1804577591815756,-0.18288009566618202,0.6071886095563838
241,0.4169469276246101,0.2677799616367272,-0.9437422658067898,-0.18610513164819692,-0.25865188388797505,0.5443219939201932
242,0.6873709994849516,0.4335818751174427,-0.9437422658067898,-0.2109411239088414,0.048298549059963586,0.129420949731433
243,0.8933430401534224,0.4022547017257658,-0.9437422658067898,-0.2200844675873212,0.5584264632652525,0.2971859657385332
244,0.23183032348308566,0.3874079723888926,-0.9437422658067898,-0.2300708176098349,0.5542426477534346,0.26024655067512864
245,0.2914508714583973,0.33692868788792973,-0.9437422658067898,-0.22516141158751038,0.49395192458832826,0.30238416304929605
246,0.6646512249115528,0.27204549805913586,-0.9437422658067898,-0.2215192245456405,-0.169929359546596,0.2868452096170381
247,0.637538198356151,0.28395848530101886,-0.9437422658067898,-0.2423594734944008,-0.5828555300031649,0.2764546311216948
248,-0.24915732419418124,0.2754903046828619,-0.9922828979376336,-0.2541250526447505,-0.5828555300031649,0.265637901208801
249,-0.23022996101453325,0.15307212287775726,-0.9922828979376336,-0.16000542085415678,-0.709879266265451,0.26520396025825854
250,0.12503970247187726,0.13289941590528143,-0.6573596941338268,-0.14655656360722394,-0.4356664663400036,0.2457754046640776
251,0.08931826374299853,0.09842274149686288,-0.8277597384197553,-0.25428426095231826,-0.3423159515359061,0.2508960160061757
252,0.04047517875780632,0.11481850316841993,-0.8679146097701096,-0.264845689764133,-0.5071408265134753,0.252434151896079
253,-0.37859153870800444,0.008176914375798656,-0.8280221717356884,-0.32216993117560155,-0.46040463627484646,0.21902998793704517
254,-0.22579355573161786,-0.043435657433704235,-0.5474284371577798,-0.3251495017984912,-0.3854301555198736,0.21102999104956413
255,-0.07129041943425084,0.002903604387167453,-0.7426257528767918,-0.489265192475556,-0.4918667889929884,0.16381500906842864
256,-0.25250236742382776,-0.010501985118868074,-0.6562850489732247,-0.4604562205062885,-0.8256276201177203,-0.08238731492460563
257,0.2006489728593035,-0.009279725699139579,-0.9400267494973168,-0.5048920235516846,-0.7306204543794387,-0.09407310028794423
258,0.37281696640326584,-0.12902355435083188,-0.9400267494973168,-0.5853870898516238,-0.688266311408519,-0.14929470343328602
259,0.2279102780421111,-0.06833490254922607,-0.9901567766592465,-0.6730573516014177,-0.5871583827679507,-0.16217872337659756
260,-0.110286815603308,-0.0420331271578723,-0.8992437387506067,-0.7167641332086941,-0.6251935504748855,-0.1911617173871846
261,-0.3581494363596101,0.0077094926449986535,-0.49092618327419757,-0.7107341862899892,-0.45363977993555604,-0.21325938141936882
262,0.008287004431046022,-0.0407251607799999,-0.3557264851638813,-0.6411414171013429,-0.5201466283965732,-0.23090351029031422
263,0.43302264624704273,0.021242105135278067,-0.5300707337592363,-0.6649148358603292,-0.5358511275644346,-0.21831183175362687
264,0.4877984577054793,-0.1406282071077817,-0.5300707337592363,-0.6550006023527779,-0.32295279346295436,-0.26356241226798466
265,0.404667377524996,-0.16389865366579678,-0.5300707337592363,-0.6727640390391828,0.14098243092508925,-0.36771581154177446
266,0.6249912035658981,-0.06016957841503704,-0.981497697860264,-0.6890920868257998,0.2782293614591131,-0.40803103032124877
267,0.9123395455691156,0.02053514251805675,-0.981497697860264,-0.7162377409514211,0.08269275123167781,-0.373812484772663
268,0.9123395455691156,0.01518135510378304,-0.981497697860264,-0.7278793382294168,-0.15787077953024978,-0.38654840653416683
269,0.2573833844814808,0.006825887859083579,-0.9471644091209046,-0.7132688848035251,-0.4641485285639729,-0.39847187494620834
270,-0.27567582269447566,-0.02701540357136855,-0.5804761927212692,-0.7024277172332496,-0.7109750430915747,-0.39107504212796035
271,-0.029884828171095782,0.0059206640416425,-0.5804761927212692,-0.7028894844777035,-0.7184164834430898,-0.41928134757370844
272,0.15164092990666997,0.0013742454398056533,-0.5804761927212692,-0.7146501048298048,-0.7184164834430898,-0.4620922762454597
273,-0.20058579016188796,0.008114361339916146,-0.5804761927212692,-0.7003729978609315,-0.7184164834430898,-0.46160942529869126
274,0.04305191159358206,-0.01996392486644459,-0.5804761927212692,-0.6967994309727079,-0.5033408825061523,-0.4687086048975458
275,0.12311898065429874,0.14532113410654507,-0.5804761927212692,-0.6713911183456344,0.025052062781651247,-0.45447711761893983
276,-0.37609219411719763,0.055243133052823766,-0.5804761927212692,-0.6474135878548352,0.0904639331934535,-0.4555388740107034
277,-0.5385416512279532,0.07426473469913078,-0.5804761927212692,-0.5591298189832324,-0.29865116381448026,-0.45563225378398053
278,-0.3468400352875282,-0.040709994458503825,-0.8462953519251568,-0.6012731271778403,-0.5567855507004977,-0.36004871099146774
279,-0.011128349653225176,-0.00300479205023953,-0.5263247055324791,-0.5143575683225494,-0.5059076616106428,-0.35830682769740296
280,0.38635477397895585,-0.036838587362626386,-0.35726716790902496,-0.4284494716120679,-0.7434876483274095,-0.3079998976654423
281,-0.03704993694163776,-0.04526009190770828,-0.1685977676522916,-0.4271862001001191,-0.7434876483274095,-0.3014420047140586
282,-0.03795981119659609,-0.05882207207482333,0.11092540563518762,-0.29948217047931,-0.4767198285827681,-0.2554001720854313
283,0.48415120840016784,0.012357743244889155,-0.07963828845859125,-0.26374560247743006,-0.34874737924335186,-0.2935088578567153
284,0.9507510888808228,0.02135753115969532,-0.46178533272926664,-0.3391146125901402,-0.09529268945731086,-0.23271282231071197
285,0.9507510888808228,-0.05185691876893012,-0.889186825079567,-0.28631269380757257,-0.2835373729239936,-0.2648055716638743
286,0.7824167081055629,-0.05183253653055158,-0.889186825079567,-0.23587347843510117,-0.1961511943754647,-0.26312379882959513
287,0.6219096972210387,-0.04137492031861185,-0.5677999498565673,-0.17863972605671943,0.3446085984799898,-0.2163661783823017
288,0.7487265494751294,-0.04697320479423501,-0.42131391124031736,-0.08320889850974428,0.4606068279536095,-0.20937840222114215
289,0.7487265494751294,-0.15902752177273072,-0.24431644247285836,-0.1317088854284207,0.3536419284123189,-0.27977455991038047
290,-0.06665736898346894,-0.12720959409346236,-0.11489913040060572,0.007638276715011719,-0.23897551978382398,-0.27710563132643
291,-0.5774323078383109,-0.30674760560964853,-0.6523128993939933,-0.12015640296504292,0.010633661456743297,-0.22456557380252484
292,-0.6891332262156562,-0.2560269520295009,-0.6523128993939933,-0.13870371165037537,0.1342952822855931,-0.15778201468484607
293,0.45301807162313296,-0.2770248053813205,-0.5322105658726145,-0.17322886367544546,-0.12670228828418278,-0.05716653092488582
294,0.4620788441471864,-0.26373046240957543,-0.5228490253810663,-0.15137889707879276,0.05000761697919095,0.028577278525259826
295,0.2253140227167948,-0.25367971156186925,-0.6030045114387175,-0.1254700043597689,-0.23495573136823114,0.029679220437103592
296,0.3913111821966089,-0.24204373876380286,-0.6030045114387175,-0.14497805406428615,-0.6482565105002847,-0.05452848033604275
297,0.6981364846488718,-0.30706690691555355,-0.6030045114387175,-0.140297252914344,-0.3141648328688587,-0.04402793962026507
298,0.5902053825664123,-0.08822460149056004,-0.41747787809615594,-0.14121762359094392,0.4261687917129541,-0.004215721442672311
299,0.7321021205172585,-0.07043687656435432,-0.4219198714313626,-0.10807300633255582,0.5206432072874704,-0.0006253893696194528
300,0.9370850613458456,0.05333220342367343,-0.4219198714313626,-0.09777609837430967,0.35846794010035377,0.02144976116849156
301,0.8362795191351251,-0.0017592167767380496,-0.4219198714313626,-0.05436632569969529,0.5051639654986204,0.04604614863333036
302,0.8684379651194655,-0.015104746578835662,-0.7584722970429292,-0.15220016211728024,0.10307143011307257,0.06910351340193394
303,0.8684379651194655,-0.012968113809558044,-0.663337751053882,-0.11944692994526512,0.01833833438558638,0.06126371437147432
304,0.8684379651194655,0.04636300799281533,-0.7204589611801623,-0.21692444841260622,-0.058303589048074166,0.06995045265250469
305,0.6545363697491635,0.10334953356264757,-0.719040986705366,-0.27564983223702727,-0.5643751166445057,0.07739327362698126
306,0.6329646097696034,0.18856436419726844,-0.719040986705366,-0.29400004425353116,-0.5809809622889327,0.08214002503547839
307,0.6329646097696034,0.21184310169853082,-0.7452165986184823,-0.26540815277051416,-0.6134184204288224,0.054580658450113013
308,0.6329646097696034,0.21771305437951077,-0.08319515221556671,-0.2026395407381925,-0.2274253444933449,0.08472378834227333
309,0.6415150785272095,0.24674245998812067,-0.1618895348939811,-0.2034402667674223,-0.21910623210113417,0.016913076394717633
310,-0.06465051441675695,0.19953049093429734,-0.5068921038144314,-0.25479419436677286,-0.5703957688579873,-0.05868836401776184
311,-0.49901518777496473,0.09953817983273272,-0.8406512670682749,-0.25471943327737107,-0.7385069102223727,-0.10144108996533628
312,-0.3520774382639314,0.06926991214398937,-0.8717679702151364,-0.3896022247378623,-0.06430634055058795,-0.034666150181338604
313,-0.1985941183778162,0.30966592340617133,-0.8717679702151364,-0.3722153274762841,0.19478347782474364,-0.004153178310322454
314,-0.47989756861574034,0.24704386368497036,-0.9353168780097506,-0.41136461724910184,-0.054468746477606085,-0.04386698700073248
315,-0.21160942246477027,0.24576684139625699,-0.8078647991287135,-0.46316334071542065,-0.3172162303705372,-0.08061554665366098
316,-0.35557605078021204,0.18936130347174474,-0.8078647991287135,-0.4644622003116579,-0.6648875507813091,-0.1326513984505426
317,0.042382638296672485,0.1900729275239687,-0.8078647991287135,-0.48964469408317707,-0.5301763181816221,-0.14395938220830623
318,0.7307467434528784,0.18926681487833624,-0.8078647991287135,-0.5021045756697692,-0.7559554226026222,-0.08409592714520005
319,0.33695776887893414,0.1599704757385224,-0.8078647991287135,-0.49637149939532577,-0.813590529829283,-0.2264916125350453
320,0.17451110253310118,0.04346166375397679,-0.6043726372315801,-0.47323752150437254,-0.6980433538029298,-0.37241375911093194
321,0.23035607546053502,-0.024222212358414708,-0.7895216798120503,-0.5204259237409231,-0.37612431786096967,-0.3745757826279976
322,0.68578093132151,-0.025207328277160834,-0.7895216798120503,-0.5270737462426487,-0.4678385726707775,-0.38884760212048924
323,0.4094891952658964,-0.07508622659833794,-0.9785144548763932,-0.5253853807733148,-0.7796980656737721,-0.4500919963039089
324,0.23760793621518328,-0.013069852990850438,-0.9785144548763932,-0.492795847383468,-0.04011960233950049,-0.42080699380041203
325,0.08083889583834722,-0.006302251882974718,-0.6862677060307802,-0.5315954023470415,-0.4052417451540021,-0.3946899778865701
326,0.1618297862194009,-0.09175884359090081,-0.7600366627367344,-0.5785336914658531,-0.7570109463916456,-0.4504822070309788
327,0.15013813646454538,-0.18725637206682438,-0.5986624041759997,-0.5690433968943296,-0.7690976037788095,-0.685910224235967
328,0.28681441467506497,-0.3443572239397117,-0.6961604067628037,-0.577474695743156,-0.34988874974736167,-0.6908631360085122
329,-0.10202239780392228,-0.2820354220970347,-0.33594138932292383,-0.5847514424022436,0.13015188172713696,-0.45523775032869435
330,-0.028110305158166402,-0.2781150395356856,-0.3974481389448712,-0.5663680087518038,-0.23085823742575867,-0.4290244127132469
331,0.44947988884596374,0.11440989799510058,-0.7658203598669581,-0.5984877500694384,-0.9705539680527119,-0.45158441569132163
332,0.9883970013190124,0.1261808381717576,-0.7658203598669581,-0.6660459401534035,-0.2308225307406977,-0.43546306748355573
333,0.8738337802945507,0.17885849055188735,-0.5807930925410384,-0.6360022265455149,0.20912626653342253,-0.3758717644453007
334,0.32127780066253353,0.2429678002112111,-0.7059448566576522,-0.6366593174339478,-0.081958574109457,-0.3797582875700825
335,0.20934758557966426,0.24054317094319713,-0.5616061552314773,-0.6180682740353262,-0.6795950775376268,-0.44032637232898175
336,0.4106724715166099,0.26086469887013036,-0.7848650719264603,-0.6208706462829585,-0.5128798437459527,-0.4348261697129161
337,0.27783475958980314,0.25561605908498036,-0.6184960622942629,-0.600307106792625,-0.6935575533015202,-0.4181564420700176
338,0.38817907962165754,0.2715755406858852,-0.9845956626778855,-0.570728765885447,-0.21207086207384082,-0.40943160996301653
339,0.12178765518062584,0.2719464067854303,-0.41556958530383925,-0.5626048393046795,0.07483916429387595,-0.37974706568248984
340,-0.2464068812930357,0.2284832235993006,-0.6332480018115347,-0.5704982177661129,0.026774476265941954,-0.36874820169940165
341,-0.49470609245397346,-0.015372866735925157,-0.6332480018115347,-0.5754531626528003,-0.20284946497309148,-0.3472914631981285
342,-0.22594222647624548,-0.03041423901770369,-0.6332480018115347,-0.5810885539751869,-0.8152001865217313,-0.31832919675626437
343,0.5243794562604451,-0.04480859521991157,-0.6332480018115347,-0.5740375140607541,-0.8152001865217313,-0.3317440836291496
