,CAC/JPEIGLBL inst_corr,CAC/JPEIGLBL hist_corr,CAC/FTMIGMI inst_corr,CAC/FTMIGMI hist_corr,FTMIGMI/JPEIGLBL inst_corr,FTMIGMI/JPEIGLBL hist_corr
445,0.38572108232290825,0.0005814760144098578,0.9070367060401342,0.04467300985252808,0.5358673753519876,0.2603330727783535
446,0.38572108232290825,-0.0008600827172441517,0.9070367060401342,0.0965329950848255,0.5894410516727919,0.2554573891521537
447,0.38572108232290825,-0.08384190421692035,0.9070367060401342,0.09441136403836453,0.3478410739307995,0.23317358503257443
448,0.5156247619154575,-0.11390955932229022,0.7112692144705854,0.2322704765343825,0.27292936458578343,0.1842637343352918
449,0.3641859517698473,-0.09017845072603121,0.7892441334338707,0.1672042135523249,0.3422964082219323,0.1804234581003477
450,0.3192845620296026,-0.06956137924894089,0.8067743044067828,0.1320203555763232,0.7785116584247339,0.1742258988741884
451,0.3371549704075268,0.04493830125256826,0.5265295127211436,0.20078716868519736,0.5961410268726101,0.14465980680649201
452,0.35950345793156946,0.011068974091160122,0.739509294981014,0.21143269955433883,0.9394413124260711,0.06987246341920572
453,0.40317802777429884,0.05267411512439737,0.739509294981014,0.1755264159468204,0.9394413124260711,0.048716227624131095
454,0.49559831072403154,0.04636574422359806,0.739509294981014,0.17203843370842656,0.8966822943009848,-0.013913256251481798
455,0.5383130332178282,-0.003326224706198404,0.9148468870932865,0.46203641063035455,0.6011006333123257,0.13700312034525425
456,0.8823400143227633,0.001723418224881396,0.9148468870932865,0.471893454404728,0.7880652940988282,0.19199429431358941
457,0.5849648099714301,-0.018157979802980877,0.9148468870932865,0.4379063378437997,0.7880652940988282,0.24385083614049305
458,0.5448885925933696,0.04516623135549811,0.6241431447859174,0.4479494469221673,0.6987617886683806,0.2773072558420917
459,0.5981345021773761,0.011239488080915653,0.5719992492592552,0.43975520256565753,0.5967282567810703,0.28922502036768694
460,0.4205838719852943,0.019078109868319305,0.9642554084708884,0.46083739516160144,0.9012384393642978,0.27813088805234715
461,0.16766136371488294,0.04485130802452139,0.7323703400927278,0.46710353106844216,0.5407527161875724,0.18972012728832965
462,0.05614876921752948,0.03235249457387355,0.7323703400927278,0.424692597512296,0.5407527161875724,0.1377114793804904
463,0.04646572102561621,0.04338885536105748,0.8169143493380121,0.4496814078636927,0.5977053502049786,0.17724055668677113
464,0.04384893803531598,-0.012753293365280135,0.6677361309878914,0.46567823338680403,0.5089698030518397,0.14980551054760105
465,0.2300043164088804,0.16699373507026752,0.1558656790895444,0.4768794648268304,0.7628785307511252,0.13757012539075342
466,0.2439275399095754,0.0621544745366977,-0.020384277425044995,0.3958028124158784,0.7023468934240306,0.10954322924415608
467,0.11859276732511029,0.0626213431873877,0.08753522684191109,0.33305311339548904,0.1475748379099944,0.10007956865354017
468,-0.06365479654913343,0.021459594799627408,0.8595692463317879,0.2829974451888259,0.026864555044340207,0.07075907668919242
469,-0.10166223492193682,-0.007290085052018027,0.874556291561636,0.27192811550393076,0.1439426220603497,0.08899207075551141
470,-0.0771075121405893,-0.01915681647514267,0.5843148418976377,0.3071147450350868,0.5475996963909362,0.1687175940572493
471,0.27553727752591045,0.06831651710825687,0.835833142705516,0.33372562081000445,0.5475996963909362,0.16451954763579787
472,0.5526120374568507,0.04456330872955753,0.835833142705516,0.3259563696565015,0.5475996963909362,0.1909755237513991
473,0.7949311572364735,-0.0768785283269196,0.7377770427777689,0.2962182581165806,0.5475996963909362,0.1969845450784637
474,0.3981032888818862,-0.08390050694170996,0.6246002687767617,0.28037280059573194,0.5475996963909362,0.2211240544052864
475,0.08886768192961987,-0.26969831581185466,0.5159891063872769,0.3031162408073729,0.7639120567396528,0.19189702076032172
476,-0.031083451438025867,-0.3163618785722405,0.23735137621981078,0.24648775425046182,0.61438802455241,0.22319422304238937
477,0.06027889412020998,-0.305278769945555,0.11753273814181003,0.18928753341565474,0.782209965905287,0.11826741325160449
478,0.26608627213838765,-0.3595431954573059,0.09053071390911521,0.11179195129599928,0.782209965905287,0.046365725739964316
479,0.5323262724541753,-0.3064121821628808,0.20906285685454473,0.1487566970766777,0.782209965905287,0.04535518572928254
480,0.810253698572498,-0.26301448027203467,0.402028022008536,0.1385890013530213,0.782209965905287,-0.0023165882820000653
481,0.810253698572498,-0.15393846022839158,0.5804223560891741,0.09677377512474003,0.782209965905287,-0.07643088310079177
482,0.810253698572498,-0.14008632820199907,0.5804223560891741,0.08070360897696448,0.782209965905287,-0.042211678538368075
483,0.8308432614645141,-0.14239816038332653,0.5804223560891741,0.023446873251498954,0.9044351894683571,0.08709879298528231
484,0.48939467056160296,-0.1079103981526894,0.5804223560891741,0.05359564848381465,0.7335201638449772,0.09210467906632931
485,0.4604688301752838,-0.1324828226162535,0.5804223560891741,0.07900388406269178,0.3978683398417618,-0.057887176982126115
486,0.5584104434055208,-0.0868456536380134,0.5804223560891741,0.09414033792375906,0.5439936736316162,-0.17273900064246364
487,0.4607088320000432,-0.09453432404818783,0.5804223560891741,0.11917884558721953,0.5439936736316162,-0.10992193504136814
488,0.39066647755084755,0.02550229608965346,0.5804223560891741,0.23426567713988908,0.5439936736316162,-0.0800629995986131
489,0.5416486233667259,0.07913478264736397,0.5804223560891741,0.252060254540865,0.5439936736316162,-0.022643511586268816
490,0.9621634025481244,0.16586890951658387,0.5804223560891741,0.23742190367631724,0.5439936736316162,0.19331890329836451
491,0.9209448336172821,0.23411933313996008,0.5804223560891741,0.2163638341253992,0.916467715359973,0.35123479364058036
492,0.48002574495494227,0.17793643684543511,0.5804223560891741,0.11538893440298771,0.7855580206910717,0.4225733749880622
493,0.5844566040565831,0.2376774971125382,0.6715511018638132,0.048172634811208204,0.7855580206910717,0.44885780595071606
494,0.918909719444342,0.2427545780631759,0.7172601311996795,-0.007066708893563331,0.7855580206910717,0.4543458411619678
495,0.918909719444342,0.23320255623282268,0.7172601311996795,0.03242442617812731,0.8558645880350353,0.44164505821858097
496,0.8163666715703861,0.23994536104473363,0.7172601311996795,0.07540740265334345,0.563570312559958,0.42221545577444775
497,0.14105126939464543,0.262194620161401,0.7172601311996795,0.10723109479781827,0.6008187182056144,0.5205774162952546
498,-0.010005989600809305,0.20037956410256308,0.9205500072123146,0.34401181114647755,0.7822522808847492,0.5391179726464432
499,0.23741086837710945,0.2565837354238237,0.9205500072123146,0.35747022565808506,0.7822522808847492,0.5175264829679512
500,0.3665686593273265,0.26046605546940305,0.9205500072123146,0.5522840416018966,0.7822522808847492,0.45568803914843026
501,0.498398301002417,0.27259652570512316,0.7340120675428393,0.6718418917286705,0.7822522808847492,0.46847638308233197
502,0.5601996652492532,0.18517088093844275,0.5139277964689685,0.755701077103865,0.8724327921588751,0.5641327401245335
503,0.5138984267076318,0.14931174179321363,0.4247546536650172,0.8438133522655233,0.7608379336332708,0.5312280462731747
504,0.5515305362812295,0.17571863357147566,0.6384851398496701,0.7164590079815213,0.7608379336332708,0.5220272561589808
505,0.820061302869083,0.20340031017469506,0.8333744601338515,0.7291606462674335,0.7608379336332708,0.5170261688624556
506,0.820061302869083,0.20839482326219316,0.6864861228888891,0.7502517634630504,0.6036753918781754,0.6363709044027621
507,0.5769023423256714,0.25237528759262573,0.6864861228888891,0.7647946213127079,0.3976866292854974,0.733053349610156
508,0.43826556767912433,0.47260668433762987,0.9959503855521371,0.7215326543400415,0.43039074284450274,0.6218141559818153
509,0.46914593744603655,0.5389746420015095,0.5532939025733317,0.7479779372257831,0.5203099747953298,0.5955039660671263
510,0.6339973607347714,0.46206217733073335,0.37861511685440485,0.7659635106824093,0.5437628574399895,0.5674261417981027
511,0.45142944589418826,0.4486899614406954,0.5022520429335073,0.7392864788438792,0.4844699555896327,0.6237594659354703
512,0.44454154942509705,0.543919192420399,0.6229522343670312,0.7356611367789166,0.8913593240291006,0.6328302628804797
513,0.6858901444285366,0.5726440639023227,0.33891389335890865,0.7085650752939201,0.9199061196984708,0.611925379644671
514,0.6858901444285366,0.6000726443078648,0.3871525187308636,0.7017940529366431,0.16715170971023716,0.49463160396835676
515,0.6858901444285366,0.6063469879216219,0.8783227043862679,0.705223599670902,0.10276566119734788,0.531129363037211
516,0.4894870600864364,0.5271561381594585,0.7505615630318189,0.7174246759495938,0.16717886166244303,0.4717956809319039
517,0.4033220521284934,0.5790351910201368,0.7505615630318189,0.7258994900280821,0.27984974492961673,0.47728454700618667
518,0.5467430392587798,0.6190578989389176,0.9841704191366131,0.7111120311560994,0.2395831975203382,0.47589525208732714
519,0.5467430392587798,0.6129475538462279,0.7830546719749945,0.7062013603665088,0.48343290148645457,0.46128333484819084
520,0.5467430392587798,0.6394703067741623,0.515898601892987,0.6901250840645382,0.462186563295322,0.46371922907712765
521,0.7587107690580619,0.6394816665174873,0.5052435413646471,0.6747149416387997,0.6539791163047535,0.4744987768811811
522,0.4725425635950542,0.6463488658651335,0.4973506592465873,0.6596022822728065,0.9132256333094594,0.45846706047252866
523,0.6879050943724326,0.6540703137235858,0.9634943113519396,0.6226951855427874,0.9132256333094594,0.4403193979882244
524,0.6879050943724326,0.6712572228464665,0.5069615284696792,0.5863710964832789,0.9132256333094594,0.44304329678968557
525,0.9403895971410368,0.6661919114049376,0.5230278851754394,0.47592455574910575,0.9132256333094594,0.4523564793264844
526,0.5411054878165918,0.6645192930466044,0.47566114586074987,0.5403744224313507,0.9132256333094594,0.43129447460428416
527,0.6093423161719291,0.6170570269882887,0.7596737522789296,0.49029076803727656,0.7880867771078718,0.4581519381928386
528,0.7943231240059437,0.6189947297882008,0.6726546564762736,0.3938349097551158,0.893066866996833,0.4250163851756626
529,0.804591116964601,0.6193161086249737,0.6726546564762736,0.3771518594097293,0.893066866996833,0.40205633151059855
530,0.3706245631374205,0.5783647187017986,0.6726546564762736,0.4015903241019834,0.9107758286953885,0.44085477704441933
531,0.5280679333147816,0.5710943027518642,0.6726546564762736,0.3332607385523675,0.9107758286953885,0.4466383709246094
532,0.5280679333147816,0.6125138313503172,0.7541595988517573,0.3116279546151872,0.9107758286953885,0.39501863731087467
533,0.5280679333147816,0.6220696019779035,0.7541595988517573,0.3613966691362043,0.9107758286953885,0.13537710742218612
534,0.8380393678803214,0.5133764062646332,0.7541595988517573,0.3670306078797016,0.9107758286953885,0.13385329428513082
535,0.7785963070287046,0.38034011256118405,0.5721585779668505,0.46644884866484615,0.9107758286953885,0.1742370945332012
536,0.7785963070287046,0.384941291439986,0.4279445787723055,0.5375826148919218,0.550777577373271,0.430431065548869
537,0.5350423023972019,0.3603471144007944,0.6074735934938756,0.5194164846749119,0.35211771069967324,0.2699319686743539
538,0.34001506913527196,0.5727419784225979,0.47478801414206323,0.5226741318143407,0.802307279362025,0.3961028619134359
539,0.23344473894561896,0.45599184285817107,0.2640970761723378,0.41967979294212615,0.477797268807439,0.28612091635416476
540,0.1618943917959119,0.35505405272881363,0.45802161316673473,0.44990255775957355,0.5030425993413532,0.5064274129640689
541,0.17999280475500135,0.27816542228046226,0.45802161316673473,0.4479459288764471,0.6607407816534218,0.5259970186263706
542,0.567380283468298,0.39474821554370826,0.5789547880278265,0.44255132595510077,0.503341407585714,0.47413913758958426
543,0.8021842186447307,0.3776413441359751,0.4668965272127393,0.4712114370849898,0.2632020952173474,0.3538973625521112
544,0.8124167257450158,0.44638814893251305,0.4668965272127393,0.4932914720989207,0.35819707476702883,0.3926448673089327
545,0.8414961880359546,0.43082846194055335,0.4668965272127393,0.5313834728670699,0.35819707476702883,0.3609554620888981
546,0.5520850794713175,0.4712099480751838,0.6435866748280004,0.5578310118778094,0.35819707476702883,0.36075230342615955
547,0.5520850794713175,0.46663237819366044,0.9267791975579271,0.5371538964782341,0.651449390243762,0.3306918930450645
548,0.4151876309527916,0.45383798597896796,0.9267791975579271,0.5355910439796339,0.5286203410302754,0.36298635804886686
549,0.34253782715098186,0.47170093422448484,0.9267791975579271,0.5631235453191267,0.5692196830898067,0.30732646386385776
550,0.534287970386535,0.45534508467113943,0.9267791975579271,0.5883051480952767,0.35560494870832277,0.26948363930444
551,0.41263365614323516,0.44078420424706516,0.7525009259865975,0.5905928386132316,0.3203744662693063,0.18756486953391469
552,0.13790409351932378,0.42895306935407873,0.6059097417220185,0.5965553097156548,0.3203744662693063,0.19164509430803592
553,0.21804043366688777,0.3911366570729212,0.629083388122158,0.5930508965225945,0.3203744662693063,0.21732373229760793
554,0.4470307856024452,0.39315010483764085,0.30030102016916344,0.5315655587777744,0.3203744662693063,0.22224383444463397
555,0.5860232270919639,0.39374583872613544,0.4292479481562508,0.5019382889589868,0.9007528521406313,0.24832633973001297
556,0.32913997717937493,0.37474065602094986,0.904232754755252,0.5098884608159214,0.9007528521406313,0.24297461786201227
557,0.42111216390451217,0.36909763006834906,0.7521457287352269,0.5041990833683081,0.6704054370341397,0.24956495822395183
558,0.2658462533576558,0.37402687320942,0.8669546284588261,0.38517483071732406,0.46634337707048057,0.09937613531694744
559,0.1429401114304368,0.33087796867811325,0.877166973884915,0.48851816848778495,0.4490750969313562,0.22547839857516638
560,0.030032854931051362,0.2332789682013099,0.9028933615439197,0.4914491777721247,0.6656550485465329,0.26780608710766673
561,0.13866773344249775,0.21409095127991595,0.9259129312741634,0.5401338516434893,0.9024380850826648,0.3160754008236334
562,0.39965338095131914,0.21738042040516906,0.8607624938116224,0.565032274500354,0.6118247713197885,0.31307224719200466
563,0.4278128830293399,0.38148829633410436,0.8607624938116224,0.5872839499192077,0.8662460789307992,0.3018741686765102
564,0.6439688534654767,0.32114480266688444,0.8607624938116224,0.5652859908187408,0.8662460789307992,0.2837415333948615
565,0.7215465656584618,0.37228767332852986,0.8607624938116224,0.5281139064570974,0.8493080514490762,0.4126302374271638
566,0.1778495259305311,0.3129516118030813,0.8607624938116224,0.5262492217273793,0.8154428639673412,0.3749173049673409
567,0.1444934190835427,0.28110735361675043,0.9669689090352923,0.49808397422667605,0.5090412443984119,0.43884963662929827
568,0.24092251459474265,0.2950356770130537,0.9669689090352923,0.39727947513998685,0.5490910812378568,0.4813654393764866
569,0.6419054275614552,0.32722533637434387,0.84787895437277,0.4242466719446444,0.5490910812378568,0.5598524311183449
570,0.32996829172839587,0.35855137714466667,0.39145407724229664,0.3865476598990495,0.8917732652198057,0.513068706781663
571,0.34189646669985774,0.26929574917422483,0.15797947985652322,0.3833032116586344,0.8180438134272224,0.45184127057037976
572,0.24483319588046307,0.37844343673869985,0.06884250817725893,0.23152717656839744,0.7447337647032641,0.4522346217038571
573,0.2786509017533116,0.24601113819329323,0.27858323557385917,0.2456231686457548,0.4767820112803828,0.5448934243723527
574,0.5306338211200087,0.20627479089267986,0.27858323557385917,0.2091370080488381,0.9398995359895455,0.5706009100908744
575,0.2636128299654696,0.26492805158008853,0.8666284345434562,0.1931019692073112,0.9398995359895455,0.570883242955242
576,-0.03741927796833977,0.23262451392384237,0.6365874922555053,0.30158396195375264,0.5813056537941645,0.65073930627395
577,-0.13853086878264217,0.2428157860159425,0.6365874922555053,0.32380246378056676,0.8719238034588941,0.6569310490968515
578,-0.2919915709839674,0.16881890120726542,0.6365874922555053,0.31742488397346436,0.9953633663302974,0.6612759129999591
579,-0.7046812078935012,0.1624183233816006,0.947204942173148,0.2285364616325874,0.9252811711532875,0.6576926172195151
580,-0.7046812078935012,0.1463772589639261,0.5076493982385295,0.30402030286268317,0.9252811711532875,0.7095498955258427
581,-0.3961302214040841,0.10837907254502292,0.6562678654022592,0.25712639238672647,0.41572634154345217,0.7335833162049934
582,-0.2593912577258933,-0.10018038327541542,0.7594182649435385,0.13524701792946134,0.23122106296739994,0.6234332244759309
583,-0.1950052191261499,-0.12046047899854662,0.4686878651503931,0.28050750323614343,0.4168871697960997,0.6250193655506876
584,0.049403594265971545,-0.13245441141999933,0.5606889683036219,0.24512812190706776,0.593491002416894,0.6008367521421263
585,0.15922736783613678,-0.16305360564497723,0.5606889683036219,0.25600551443276687,0.4747322807384266,0.5763916922197307
586,0.055979601414259374,-0.17504783560445827,0.5606889683036219,0.24719720475093812,0.11725221483836341,0.5968128672370242
587,-0.01758308522532503,-0.14807921969286045,0.5606889683036219,0.251020823474426,0.019163428142810114,0.5455496294948122
588,-0.09052047456357663,-0.18996375331649243,0.7697686116225975,0.22309140168445138,0.09210074522231686,0.4802285886741441
589,-0.05918756524431285,-0.1690002159969184,0.688818863248108,0.21859266240930209,0.2758242466222087,0.4513652653156818
590,0.18693338681702484,-0.20375187882569484,0.9928173460575808,0.21654714163393832,0.5494021777228553,0.41901170591298975
591,0.49825944639774444,-0.1998485711039843,0.35420286858828126,0.21316335566017847,0.614831823648925,0.39099472143910197
592,0.655969764998831,-0.1951256964370336,0.18922573137145296,0.13601500399439206,0.4253916006110855,0.39573101097545876
593,0.34882469263703386,-0.22265290369334095,0.47168678429904093,0.1566877380228688,0.30003986776758484,0.44248304949899314
594,0.20316923005081905,-0.23457244374304798,0.5088155052462353,0.2948615922338199,0.17836629243567065,0.42535272153168524
595,0.5502473049534421,-0.3395195652184294,0.4987033091044066,0.39098047058379715,0.11807469469291834,0.3077187517000282
596,0.4852761499478535,-0.35336198851126266,0.7646886554776353,0.37040699570173397,0.05065866709508773,0.2716308482066539
597,0.6645952142300287,-0.24311269449567244,0.9366112014463652,0.4024211752708296,0.20589119577441303,0.2283585451986298
598,0.5501382511076511,-0.2308885276750687,0.663798621857868,0.4341566594197528,0.5161238768538243,0.049475627645379716
599,0.38933616335967886,-0.13948055753874475,0.5418197345372736,0.5102680473709157,0.5477527576453568,0.07529584576401938
600,0.3400792988792365,-0.0018744392129578344,0.5969164228607375,0.5092431559611748,0.5329759174471449,0.1333196719997337
601,0.3749155291180373,-0.01693058270996717,0.5395138625989765,0.41167803728389685,0.6150204999210027,0.212020184444151
602,0.36620364644602493,-0.05920429486501445,0.48760081736461836,0.3881013017436571,0.6228920034045193,0.1423269233160013
603,0.3870823536884819,0.0739062047463818,0.5331380339536875,0.4581764513418264,0.49176311331826866,0.1662990003666916
604,0.5719269832250737,0.2292199819380992,0.6770013947940315,0.507733065151333,0.532942456733364,0.2559440572366512
605,0.5719269832250737,0.24579634827594024,0.6770013947940315,0.46160790954768693,0.9175557183754374,0.23484613793858455
606,0.841836528428996,0.2523706904912615,0.6770013947940315,0.4745884361953083,0.9600431495686765,0.1917750476685569
607,0.7324262431675017,0.28385001138147686,0.6770013947940315,0.47833183716500993,0.9600431495686765,0.19913581319629
608,0.9406984551440177,0.29716975689394554,0.6057881590439338,0.48902325734962,0.6714265807907599,0.20916909748771575
609,0.7584780092124909,0.2836273876357615,0.7950815777867016,0.4947312241063116,0.4580998656709674,0.27953595185764857
610,0.5926067544863625,0.4459094850677515,0.7568606972471982,0.5134767704698909,0.576272441670785,0.3401363974019889
611,0.5154661725524662,0.4925369205626663,0.7222005206511469,0.5279236660350619,0.6262170619351821,0.29846266479603695
612,0.5546724284360877,0.48174311953168863,0.8571992669287578,0.5550735138549487,0.4423413175411379,0.34652210132832945
613,0.6050209810893313,0.5043908687157509,0.8571992669287578,0.5621106530097216,0.4769228036573619,0.4656014083456815
614,0.5972603975256107,0.48311996732756207,0.8571992669287578,0.6501855390788384,0.4769228036573619,0.46392068796803926
615,0.6496872530857501,0.5111922230364832,0.8571992669287578,0.6480136051241726,0.4769228036573619,0.4715138094494582
616,0.5665064287699539,0.5537091147826635,0.8571992669287578,0.6359885539529875,0.8989495723653431,0.5218260692642096
617,0.6914713752560798,0.5591134335107718,0.6610848588183897,0.6070089921756446,0.8338917011099455,0.573906393098223
618,0.987405388610264,0.5720400855785239,0.8895713514132418,0.6008700162936357,0.9834668422790681,0.5772310619009392
619,0.987405388610264,0.5700035283681708,0.8810002898651521,0.5656804460982595,0.9834668422790681,0.5718096935348014
620,0.7591251617215555,0.5643729753588863,0.5273366180984481,0.574823680226069,0.9834668422790681,0.564211093419791
621,0.7591251617215555,0.5417686356996058,0.5917261943182784,0.4627851588570957,0.8692279313631219,0.5759870159841091
622,0.827421827906671,0.4999962565369364,0.7993908072788246,0.4403715173786053,0.709658705849714,0.46942448093019606
623,0.35772235811167813,0.5639765161243132,0.7993908072788246,0.5923628596508735,0.7348190929482785,0.42487276834289855
624,0.3241123916663247,0.5963591668499177,0.7993908072788246,0.5803604194773407,0.5841712599659215,0.45592622382483305
625,0.3597920140382622,0.5268081012581999,0.7993908072788246,0.5432850151414819,0.4809768920331693,0.44963066262456963
626,0.4797353931700768,0.5028583699394722,0.7993908072788246,0.48003448449328745,0.8121775372232319,0.37294182398744696
627,0.9985997469477089,0.49194370785174923,0.6477615969588555,0.5660717972934036,0.8121775372232319,0.35756729439808826
628,0.9985997469477089,0.5460713169758037,0.6477615969588555,0.5686566051534551,0.8121775372232319,0.3585252278645057
629,0.9985997469477089,0.5428098621258399,0.6477615969588555,0.600451556530679,0.8121775372232319,0.36031422943979696
630,0.625128922225025,0.5685051385399211,0.9906608324878643,0.622758596140862,0.45734194398963596,0.4484340954231428
631,0.5540862343264151,0.5711365512782435,0.9906608324878643,0.6410314232598034,0.3802564924504354,0.4413248039907657
632,0.7301193468608972,0.548882186497333,0.9906608324878643,0.6512404829845794,0.5892250647692425,0.4932537197171777
633,0.6125649492716839,0.5038949596200372,0.4117711111781554,0.6923426565482028,0.9335022858251325,0.5614557216064476
634,0.4678346903640692,0.48629336148276014,0.64734424180656,0.6079004851929951,0.6624312053387852,0.5093350436792694
635,0.4678346903640692,0.5044865530235088,0.807557468976788,0.5952222234402719,0.6624312053387852,0.39648047447337514
636,0.526095801909158,0.5171111970200696,0.5078139644355041,0.6804030826641664,0.6624312053387852,0.3972155039550194
637,0.274333089605689,0.6824185155325068,0.932321707639121,0.6556499670896978,0.49456718104190744,0.5451601981260906
638,0.33546419129105076,0.5477720605191974,0.932321707639121,0.6604181983698828,0.4562481582861766,0.6618532519281526
639,0.2380024561854085,0.44006943213943983,0.8695735655594793,0.6714887934902567,0.5872795680950108,0.5796272368001371
640,0.2541923038621455,0.34328800606434245,0.7783723374716293,0.727717560673957,0.5893330293265524,0.504050502276131
641,0.4859629593333387,0.39228699484727914,0.7783723374716293,0.7324231670741108,0.5933460287213691,0.49246783093665913
642,0.9849080481518003,0.3799861238521081,0.7783723374716293,0.7094897644633866,0.8754001921527261,0.4985790595948408
643,0.8772797346043063,0.3901723180531126,0.7783723374716293,0.7422457549326574,0.8675480507421053,0.5012600666388021
644,0.39892103938130125,0.4073744586575598,0.6573788845887477,0.7819411003734416,0.518577437609762,0.5143749693770306
645,0.4755090936636531,0.40406669184775496,0.6573788845887477,0.7825759887004586,0.5368763264173674,0.5346217254429773
646,0.9576716928640712,0.42500482087141783,0.6573788845887477,0.7830125115386867,0.5368763264173674,0.5552930427837659
647,0.6384445951856954,0.4335903093147717,0.6916584957500851,0.7949937377175803,0.8641445355995838,0.5285850462149804
648,0.5920834565042653,0.39245200134290964,0.5286732973899387,0.7445621790495964,0.6142730484718377,0.5177869398589708
649,0.768463169383434,0.3884494063749713,0.7709839376709056,0.7193185499957508,0.9954742563419923,0.5162197340240114
650,0.6706336361831138,0.36145859124677066,0.5259276773092861,0.7089892026669076,0.8594966561902996,0.5082180285731154
651,0.5818407958492908,0.3697662404091766,0.4627972600736978,0.7480852053194331,0.7498222643821095,0.5175021341328643
652,0.33394336721501305,0.3738931527929646,0.4627972600736978,0.7318486480341804,0.5725530955061735,0.5290587917386945
653,0.27524406578266314,0.44902915208793664,0.4627972600736978,0.7386487681584541,0.30864140487331837,0.6105592448000344
654,0.3108954873533214,0.35829478222685696,0.7747271094669971,0.6878278166268057,0.2986469939256856,0.5174688882885282
655,0.37135521349991707,0.33300620342688814,0.5436094576741158,0.6323261899965196,0.466535733261207,0.4878738414169743
656,0.43407619968910865,0.3522040374560465,0.4328952632705797,0.6794041451767355,0.6683666042404206,0.5017324055809859
657,0.5658836925272575,0.32935307513310397,0.4517903511677521,0.6408433291201878,0.8409692445022877,0.5159911109995857
658,0.4877353839512409,0.32069178755538424,0.6766695733051004,0.5617708841821293,0.8409692445022877,0.5237063167829371
659,0.3106940567835216,0.2484633646111842,0.8945184044894192,0.5786002391500796,0.8409692445022877,0.47950357966649676
660,0.2841944326155642,0.28241721103355905,0.8945184044894192,0.5831690090209263,0.6137023874279323,0.441071299918276
661,0.4260116802904134,0.3385060754293341,0.7542528116923302,0.5795266125732915,0.6775534365153346,0.4996157258968871
662,0.6336755094019941,0.3797673570896191,0.6401077355350858,0.5719067320627605,0.9671186485475579,0.5478034757925719
663,0.6336755094019941,0.3281537120514478,0.6814515518321426,0.5992426538810485,0.9671186485475579,0.561711854723405
664,0.6021394901021451,0.33882146855958273,0.6814515518321426,0.6063733852406399,0.6996629512604636,0.562351774753155
665,0.43992017137865996,0.40671921058365185,0.6814515518321426,0.6052283924039344,0.4667979232194867,0.5776114527022103
666,0.6552877872725938,0.4221146075108983,0.6814515518321426,0.5759719967561708,0.5125497431961759,0.591961557917311
667,0.6552877872725938,0.4199137269974329,0.6814515518321426,0.5849424712115434,0.998974923006689,0.5722526705365343
668,0.6552877872725938,0.41955132247126714,0.6814515518321426,0.5783877228035295,0.998974923006689,0.5719467688082207
669,0.7129042368762019,0.4458810982779375,0.6814515518321426,0.5659495946221789,0.9606033203957881,0.5860074772280605
670,0.6191462195310665,0.46939790655628827,0.6814515518321426,0.6341780973442427,0.7763338899296698,0.6316353925911297
671,0.967513331963428,0.4608427804591412,0.8645567385011411,0.6509828438754393,0.7763338899296698,0.6340752348252793
672,0.967513331963428,0.4794181955415756,0.48777081402846395,0.7435069154341746,0.7763338899296698,0.6513322200846728
673,0.967513331963428,0.47305698531582735,0.5228952594634683,0.7087052309283896,0.7763338899296698,0.6310660151759436
674,0.6676721244553541,0.4152053826988019,0.9039770706334497,0.6906546401367891,0.7390989485810797,0.6258514117700219
675,0.3809472592168945,0.4539300685941156,0.9039770706334497,0.688570145030481,0.4140739058635501,0.6871496601929948
676,0.4889897301936542,0.5705261386684422,0.47782497568135635,0.6948884456282617,0.5874022699254773,0.7565335922042856
677,0.7043019599286239,0.6287140976651358,0.3809820721350022,0.7806192127440269,0.5874022699254773,0.8017630282859667
678,0.3464138735670794,0.5698674269822851,0.6907637670814267,0.6980214040050288,0.813623204480338,0.8218182959764836
679,0.382214636131212,0.5543351019272743,0.9656853341072812,0.7005712547548824,0.6320970617162786,0.685107881981402
680,0.5187602231854236,0.5764006782054316,0.6181154698871756,0.7161241210583019,0.5314537957452167,0.667560711640663
681,0.6223826141785285,0.5490748884581397,0.6827049178309746,0.7271359875521454,0.868728705752415,0.6687113270324124
682,0.5115233647846926,0.5860391007631288,0.6671637661393812,0.7243128001124961,0.868728705752415,0.6463859210109099
683,0.5494117317911775,0.5660666285679631,0.7898399154329065,0.7043581601778096,0.7906867218866896,0.6320625457988261
684,0.5178128832304919,0.5782794181846909,0.48028333055293554,0.6606529507526182,0.4859219719643147,0.6388413409798053
685,0.5434295198539347,0.6019760115893461,0.3802432100455632,0.6683662303675962,0.4655332715488537,0.6330388587285494
686,0.539233602935948,0.601541360669991,0.6359058762451566,0.6687326941660233,0.3353538392145925,0.5877864249308133
687,0.6285978950161188,0.5279094317906711,0.8061367591679819,0.5986091712578259,0.37802544337097244,0.5628952342990744
688,0.6737066955951244,0.48950601140159633,0.6486182587569299,0.591184560769783,0.6793385438322463,0.5288726795225233
689,0.29350366261220656,0.4598753551217449,0.6486182587569299,0.5632483779289807,0.6793385438322463,0.5339839164517779
690,0.011481364971560371,0.4241693020407581,0.9641752995569396,0.570677524057625,0.5249152636253697,0.5161255117860648
691,-0.05915839515088539,0.3329048002680333,0.43271304798848004,0.6538543396513767,0.6522435488584669,0.4908031783545776
692,-0.013338371244166534,0.2584773404598335,0.41232800452997886,0.6329081447201167,0.6897104167311275,0.4580710647937757
